id,cik,companyname,entityid,primaryexchange,primarysymbol,siccode,sicdescription,feed_url,SD_url_2014,SD_url_2015,SD_url_2016,feed_retrieved_date
1169,1301611,"LIFEPOINT HEALTH, INC.",653144,Nasdaq Global Market,LPNT,8062,General Medical and Surgical Hospitals,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1301611&start=0&type=SD,,,,2016-04-30
1170,897723,SANMINA CORP,4104,Nasdaq Global Market,SANM,3672,Printed Circuit Boards,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=897723&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/897723/000110465914042092/0001104659-14-042092-index.htm,http://www.sec.gov/Archives/edgar/data/897723/000110465915038688/0001104659-15-038688-index.htm,,2016-04-30
1171,1124198,FLUOR CORP,79580,NYSE,FLR,1600,Heavy Construction Other Than Bldg Const - Contractors,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1124198&start=0&type=SD,,,,2016-04-30
1172,827187,SELECT COMFORT CORP,413,Nasdaq Global Market,SCSS,2510,Household Furniture,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=827187&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/827187/000082718714000044/0000827187-14-000044-index.htm,http://www.sec.gov/Archives/edgar/data/827187/000082718715000033/0000827187-15-000033-index.htm,,2016-04-30
1173,109198,TJX COMPANIES INC /DE/,9226,NYSE,TJX,5651,Family Clothing Stores,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=109198&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/109198/000119312514221935/0001193125-14-221935-index.htm,http://www.sec.gov/Archives/edgar/data/109198/000119312515208868/0001193125-15-208868-index.htm,,2016-04-30
1174,932696,INSIGHT ENTERPRISES INC,4154,Nasdaq Global Market,NSIT,5961,Catalog and Mail-Order Houses,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=932696&start=0&type=SD,,,,2016-04-30
1175,1109345,NOVA MEASURING INSTRUMENTS LTD,83253,Nasdaq Global Market,NVMI,3827,Optical Instruments and Lenses,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1109345&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1109345/000117891314001933/0001178913-14-001933-index.htm,http://www.sec.gov/Archives/edgar/data/1109345/000117891315001867/0001178913-15-001867-index.htm,,2016-04-30
1176,1232524,JAZZ PHARMACEUTICALS PLC,406407,Nasdaq Global Market,JAZZ,2834,Pharmaceutical Preparations,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1232524&start=0&type=SD,,,,2016-04-30
1177,788329,JOHNSON OUTDOORS INC,5905,Nasdaq Global Market,JOUT,3949,"Sporting and Athletic Goods, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=788329&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/788329/000114036114023918/0001140361-14-023918-index.htm,http://www.sec.gov/Archives/edgar/data/788329/000114036115022522/0001140361-15-022522-index.htm,,2016-04-30
1178,1108109,COMMUNITY HEALTH SYSTEMS INC,73848,NYSE,CYH,8062,General Medical and Surgical Hospitals,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1108109&start=0&type=SD,,,,2016-04-30
1179,922864,APARTMENT INVESTMENT & MANAGEMENT CO,1900,NYSE,AIV,6798,Real Estate Investment Trusts,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=922864&start=0&type=SD,,,,2016-04-30
1180,1447380,MOBIVITY HOLDINGS CORP.,790154,OTC,MFON,7372,Prepackaged Software,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1447380&start=0&type=SD,,,,2016-04-30
1181,864240,SYPRIS SOLUTIONS INC,8643,Nasdaq Global Market,SYPR,3823,"Industrial Instruments for Measurement, Display, and Control of ",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=864240&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/864240/000143774914010252/0001437749-14-010252-index.htm,http://www.sec.gov/Archives/edgar/data/864240/000143774915011272/0001437749-15-011272-index.htm,,2016-04-30
1182,882154,"POWERSECURE INTERNATIONAL, INC.",7554,NYSE,POWR,7389,"Business Services, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=882154&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/882154/000119312514221086/0001193125-14-221086-index.htm,http://www.sec.gov/Archives/edgar/data/882154/000119312515206592/0001193125-15-206592-index.htm,,2016-04-30
1183,1096343,MARKEL CORP,68045,NYSE,MKL,6331,"Fire, Marine, and Casualty Insurance",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1096343&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1096343/000109634314000021/0001096343-14-000021-index.htm,http://www.sec.gov/Archives/edgar/data/1096343/000109634315000059/0001096343-15-000059-index.htm,,2016-04-30
1184,811596,KAISER ALUMINUM CORP,2253,Nasdaq Global Market,KALU,3350,"Rolling, Drawing, And Extruding Of Nonferrous",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=811596&start=0&type=SD,,http://www.sec.gov/Archives/edgar/data/811596/000081159615000035/0000811596-15-000035-index.htm,,2016-04-30
1185,808713,TELESERVICES INTERNET GROUP INC,1168,OTC,OPUS,7389,"Business Services, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=808713&start=0&type=SD,,,,2016-04-30
1186,1021561,NU SKIN ENTERPRISES INC,1378,NYSE,NUS,5122,"Drugs, Drug Proprietaries, and Druggists' Sundries",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1021561&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1021561/000102156114000061/0001021561-14-000061-index.htm,http://www.sec.gov/Archives/edgar/data/1021561/000102156115000048/0001021561-15-000048-index.htm,,2016-04-30
1187,1076481,SEQUENOM INC,69523,Nasdaq Global Market,SQNM,3829,"Measuring and Controlling Devices, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1076481&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1076481/000107648114000015/0001076481-14-000015-index.htm,http://www.sec.gov/Archives/edgar/data/1076481/000107648115000023/0001076481-15-000023-index.htm,,2016-04-30
1188,1364742,BLACKROCK INC.,711679,NYSE,BLK,6211,"Security Brokers, Dealers, and Flotation Companies",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1364742&start=0&type=SD,,,,2016-04-30
1189,745732,ROSS STORES INC,12007,Nasdaq Global Market,ROST,5651,Family Clothing Stores,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=745732&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/745732/000120677414001825/0001206774-14-001825-index.htm,http://www.sec.gov/Archives/edgar/data/745732/000074573215000015/0000745732-15-000015-index.htm,,2016-04-30
1190,916076,MARTIN MARIETTA MATERIALS INC,9744,NYSE,MLM,1400,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=916076&start=0&type=SD,,,,2016-04-30
1191,940944,DARDEN RESTAURANTS INC,9838,NYSE,DRI,5812,Eating Places,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=940944&start=0&type=SD,,,,2016-04-30
1192,1378140,"OCEAN POWER TECHNOLOGIES, INC.",726032,Nasdaq Capital Market,OPTT,4911,Electric Services,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1378140&start=0&type=SD,,,,2016-04-30
1193,1449732,"WILLBROS GROUP, INC.\NEW\",791994,NYSE,WG,1389,"Oil and Gas Field Services, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1449732&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1449732/000119312514222174/0001193125-14-222174-index.htm,http://www.sec.gov/Archives/edgar/data/1449732/000119312515206595/0001193125-15-206595-index.htm,,2016-04-30
1194,944809,"OPKO HEALTH, INC.",4083,NYSE,OPK,2834,Pharmaceutical Preparations,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=944809&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/944809/000119312514220048/0001193125-14-220048-index.htm,http://www.sec.gov/Archives/edgar/data/944809/000119312515209001/0001193125-15-209001-index.htm,,2016-04-30
1195,844965,TETRA TECHNOLOGIES INC,27009,NYSE,TTI,1311,Crude Petroleum and Natural Gas,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=844965&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/844965/000084496514000056/0000844965-14-000056-index.htm,http://www.sec.gov/Archives/edgar/data/844965/000084496515000057/0000844965-15-000057-index.htm,,2016-04-30
1196,27419,TARGET CORP,400,NYSE,TGT,5331,Variety Stores,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=27419&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/27419/000110465914043078/0001104659-14-043078-index.htm,http://www.sec.gov/Archives/edgar/data/27419/000110465915042418/0001104659-15-042418-index.htm,,2016-04-30
1197,724606,PANERA BREAD CO,7006,Nasdaq Global Market,PNRA,5812,Eating Places,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=724606&start=0&type=SD,,,,2016-04-30
1198,1022705,TESCO CORP,5684,Nasdaq Global Market,TESO,3533,Oil and Gas Field Machinery and Equipment,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1022705&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1022705/000102270514000045/0001022705-14-000045-index.htm,http://www.sec.gov/Archives/edgar/data/1022705/000102270515000028/0001022705-15-000028-index.htm,,2016-04-30
1199,77360,PENTAIR PLC,4842,NYSE,PNR,3550,"Special Industry Machinery, Except Metalworking",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=77360&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/77360/000119312514221972/0001193125-14-221972-index.htm,http://www.sec.gov/Archives/edgar/data/77360/000119312515209038/0001193125-15-209038-index.htm,,2016-04-30
1200,1227025,NEOPHOTONICS CORP,403164,NYSE,NPTN,3674,Semiconductors and Related Devices,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1227025&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1227025/000119312514220171/0001193125-14-220171-index.htm,http://www.sec.gov/Archives/edgar/data/1227025/000119312515206781/0001193125-15-206781-index.htm,,2016-04-30
1201,821189,EOG RESOURCES INC,8842,NYSE,EOG,1311,Crude Petroleum and Natural Gas,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=821189&start=0&type=SD,,,,2016-04-30
1202,936340,DTE ENERGY CO,3376,NYSE,DTE,4911,Electric Services,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=936340&start=0&type=SD,,,,2016-04-30
1203,721683,TOTAL SYSTEM SERVICES INC,6075,NYSE,TSS,7389,"Business Services, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=721683&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/721683/000119312514221126/0001193125-14-221126-index.htm,http://www.sec.gov/Archives/edgar/data/721683/000119312515202991/0001193125-15-202991-index.htm,,2016-04-30
1204,1389170,TARGA RESOURCES CORP.,734289,NYSE,TRGP,4922,Natural Gas Transmission,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1389170&start=0&type=SD,,,,2016-04-30
1205,277948,CSX CORP,4194,Nasdaq Global Market,CSX,4011,"Railroads, Line-Haul Operating",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=277948&start=0&type=SD,,,,2016-04-30
1206,1046257,INGREDION INC,8391,NYSE,INGR,2040,Grain Mill Products,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1046257&start=0&type=SD,,,,2016-04-30
1207,1230276,"PANDORA MEDIA, INC.",405127,NYSE,P,4832,Radio Broadcasting Stations,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1230276&start=0&type=SD,,,,2016-04-30
1208,1276520,GENWORTH FINANCIAL INC,615960,NYSE,GNW,6311,Life Insurance,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1276520&start=0&type=SD,,,,2016-04-30
1209,1109357,EXELON CORP,74281,NYSE,EXC,4931,Electric and Other Services Combined,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1109357&start=0&type=SD,,,,2016-04-30
1210,1011570,KNOLL INC,177,NYSE,KNL,2590,Miscellaneous Furniture And Fixtures,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1011570&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1011570/000110465914043310/0001104659-14-043310-index.htm,http://www.sec.gov/Archives/edgar/data/1011570/000101157015000029/0001011570-15-000029-index.htm,,2016-04-30
1211,893691,MASONITE INTERNATIONAL CORP,10403,NYSE,DOOR,2430,"Millwork, Veneer, Plywood, And Structural Wood",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=893691&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/893691/000089369114000048/0000893691-14-000048-index.htm,http://www.sec.gov/Archives/edgar/data/893691/000089369115000045/0000893691-15-000045-index.htm,,2016-04-30
1212,101830,SPRINT CORP,2113,NYSE,S,4813,"Telephone Communications, Except Radiotelephone",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=101830&start=0&type=SD,,,,2016-04-30
1213,1180145,CARDIOVASCULAR SYSTEMS INC,376746,Nasdaq Global Market,CSII,3841,Surgical and Medical Instruments and Apparatus,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1180145&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1180145/000118014514000013/0001180145-14-000013-index.htm,http://www.sec.gov/Archives/edgar/data/1180145/000118014515000016/0001180145-15-000016-index.htm,,2016-04-30
1214,1490165,ERICKSON INC.,828320,Nasdaq Global Market,EAC,3720,Aircraft And Parts,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1490165&start=0&type=SD,,http://www.sec.gov/Archives/edgar/data/1490165/000149016515000048/0001490165-15-000048-index.htm,,2016-04-30
1215,849869,SILGAN HOLDINGS INC,4984,Nasdaq Global Market,SLGN,3411,Metal Cans,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=849869&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/849869/000119312514222176/0001193125-14-222176-index.htm,http://www.sec.gov/Archives/edgar/data/849869/000084986915000029/0000849869-15-000029-index.htm,,2016-04-30
1216,822416,PULTEGROUP INC/MI/,9113,NYSE,PHM,1531,Operative Builders,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=822416&start=0&type=SD,,,,2016-04-30
1217,1168054,CIMAREX ENERGY CO,99453,NYSE,XEC,1311,Crude Petroleum and Natural Gas,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1168054&start=0&type=SD,,,,2016-04-30
1218,1327318,"TRUECAR, INC.",674160,Nasdaq Global Market,TRUE,7370,"Computer Programming, Data Processing, And",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1327318&start=0&type=SD,,,,2016-04-30
1219,49826,ILLINOIS TOOL WORKS INC,8745,NYSE,ITW,3560,General Industrial Machinery And Equipment,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=49826&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/49826/000004982614000103/0000049826-14-000103-index.htm,http://www.sec.gov/Archives/edgar/data/49826/000004982615000085/0000049826-15-000085-index.htm,,2016-04-30
1220,701288,ATRION CORP,6807,Nasdaq Global Market,ATRI,3841,Surgical and Medical Instruments and Apparatus,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=701288&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/701288/000115752314002394/0001157523-14-002394-index.htm,http://www.sec.gov/Archives/edgar/data/701288/000135448815002763/0001354488-15-002763-index.htm,,2016-04-30
1221,1115222,DUN & BRADSTREET CORP/NW,77129,NYSE,DNB,7320,"Consumer Credit Reporting Agencies, Mercantile",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1115222&start=0&type=SD,,,,2016-04-30
1222,874766,HARTFORD FINANCIAL SERVICES GROUP INC/DE,11370,NYSE,HIG,6331,"Fire, Marine, and Casualty Insurance",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=874766&start=0&type=SD,,,,2016-04-30
1223,1043277,C H ROBINSON WORLDWIDE INC,2335,Nasdaq Global Market,CHRW,4731,Arrangement of Transportation of Freight and Cargo,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1043277&start=0&type=SD,,,,2016-04-30
1224,1502916,SODASTREAM INTERNATIONAL LTD.,839507,Nasdaq Global Market,SODA,3630,Household Appliances,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1502916&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1502916/000114420414034093/0001144204-14-034093-index.htm,http://www.sec.gov/Archives/edgar/data/1502916/000114420415034652/0001144204-15-034652-index.htm,,2016-04-30
1225,701374,SIX FLAGS ENTERTAINMENT CORP,874,NYSE,SIX,7990,Miscellaneous Amusement And Recreation,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=701374&start=0&type=SD,,,,2016-04-30
1226,700564,FULTON FINANCIAL CORP,4867,Nasdaq Global Market,FULT,6021,National Commercial Banks,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=700564&start=0&type=SD,,,,2016-04-30
1227,1123494,HARVARD BIOSCIENCE INC,79504,Nasdaq Global Market,HBIO,3826,Laboratory Analytical Instruments,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1123494&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1123494/000117184314002662/0001171843-14-002662-index.htm,http://www.sec.gov/Archives/edgar/data/1123494/000117184315003177/0001171843-15-003177-index.htm,,2016-04-30
