,cik,companyname,entityid,primaryexchange,primarysymbol,siccode,sicdescription,feed_url,SD_url_2014,SD_url_2015,SD_url_2016,feed_retrieved_date
48,1374535,ALTRA INDUSTRIAL MOTION CORP.,722111,Nasdaq Global Market,AIMC,3569,"General Industrial Machinery and Equipment, Not Elsewhere",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1374535&start=0&type=SD,,,,2016-04-30
49,1280263,AMBARELLA INC,622350,Nasdaq Global Market,AMBA,3674,Semiconductors and Related Devices,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1280263&start=0&type=SD,,,,2016-04-30
50,1488139,"AMERESCO, INC.",825041,NYSE,AMRC,1700,Construction - Special Trade Contractors,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1488139&start=0&type=SD,,,,2016-04-30
51,1018724,AMAZON COM INC,7235,Nasdaq Global Market,AMZN,5961,Catalog and Mail-Order Houses,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1018724&start=0&type=SD,,,,2016-04-30
52,1344596,"AMERICAN RAILCAR INDUSTRIES, INC.",693099,Nasdaq Global Market,ARII,3743,Railroad Equipment,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1344596&start=0&type=SD,,,,2016-04-30
53,5768,"AMERICAN SCIENCE & ENGINEERING, INC.",9591,Nasdaq Global Market,ASEI,3844,X-Ray Apparatus and Tubes and Related Irradiation Apparatus,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=5768&start=0&type=SD,,,,2016-04-30
54,1062231,AMERICAN AXLE & MANUFACTURING HOLDINGS INC,11434,NYSE,AXL,3714,Motor Vehicle Parts and Accessories,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1062231&start=0&type=SD,,,,2016-04-30
55,764180,"ALTRIA GROUP, INC.",8363,NYSE,MO,2111,Cigarettes,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=764180&start=0&type=SD,,,,2016-04-30
56,1140859,AMERISOURCEBERGEN CORP,86687,NYSE,ABC,5122,"Drugs, Drug Proprietaries, and Druggists' Sundries",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1140859&start=0&type=SD,,,,2016-04-30
57,6281,ANALOG DEVICES INC,11545,Nasdaq Global Market,ADI,3674,Semiconductors and Related Devices,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=6281&start=0&type=SD,,,,2016-04-30
58,6284,ANALOGIC CORP,8785,Nasdaq Global Market,ALOG,3825,Instruments for Measuring and Testing of Electricity and Electri,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=6284&start=0&type=SD,,,,2016-04-30
59,1037868,AMETEK INC/,6134,NYSE,AME,3621,Motors and Generators,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1037868&start=0&type=SD,,,,2016-04-30
60,1047127,"AMKOR TECHNOLOGY, INC.",7044,Nasdaq Global Market,AMKR,3674,Semiconductors and Related Devices,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1047127&start=0&type=SD,,,,2016-04-30
61,880807,AMERICAN SUPERCONDUCTOR CORP /DE/,11268,Nasdaq Global Market,AMSC,3621,Motors and Generators,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=880807&start=0&type=SD,,,,2016-04-30
62,6176,AMPCO PITTSBURGH CORP,10196,NYSE,AP,3561,Pumps and Pumping Equipment,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=6176&start=0&type=SD,,,,2016-04-30
63,820313,AMPHENOL CORP /DE/,6530,NYSE,APH,3678,Electronic Connectors,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=820313&start=0&type=SD,,,,2016-04-30
64,720500,AMTECH SYSTEMS INC,9297,Nasdaq Global Market,ASYS,3559,"Special Industry Machinery, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=720500&start=0&type=SD,,,,2016-04-30
65,320193,APPLE INC,2035,Nasdaq Global Market,AAPL,3571,Electronic Computers,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=320193&start=0&type=SD,,,,2016-04-30
66,109563,APPLIED INDUSTRIAL TECHNOLOGIES INC,5946,NYSE,AIT,5080,"Machinery, Equipment, And Supplies",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=109563&start=0&type=SD,,,,2016-04-30
67,6951,APPLIED MATERIALS INC /DE,2730,Nasdaq Global Market,AMAT,3674,Semiconductors and Related Devices,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=6951&start=0&type=SD,,,,2016-04-30
68,711065,APPLIED MICRO CIRCUITS CORP,9399,Nasdaq Global Market,AMCC,3674,Semiconductors and Related Devices,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=711065&start=0&type=SD,,,,2016-04-30
69,6845,"APOGEE ENTERPRISES, INC.",11973,Nasdaq Global Market,APOG,3231,"Glass Products, Made of Purchased Glass",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=6845&start=0&type=SD,,,,2016-04-30
70,896622,APTARGROUP INC,2149,NYSE,ATR,3089,"Plastics Products, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=896622&start=0&type=SD,,,,2016-04-30
71,52795,ANIXTER INTERNATIONAL INC,6085,NYSE,AXE,5063,"Electrical Apparatus and Equipment Wiring Supplies, and Construc",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=52795&start=0&type=SD,,,,2016-04-30
72,719866,ARCTIC CAT INC,6923,Nasdaq Global Market,ACAT,3790,Miscellaneous Transportation Equipment,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=719866&start=0&type=SD,,,,2016-04-30
73,1508478,ARCOS DORADOS HOLDINGS INC.,851067,NYSE,ARCO,5812,Eating Places,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1508478&start=0&type=SD,,,,2016-04-30
74,1141107,ARRIS GROUP INC,86730,Nasdaq Global Market,ARRS,3663,Radio and Television Broadcasting and Communications Equipment,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1141107&start=0&type=SD,,,,2016-04-30
75,916529,AROTECH CORP,4613,Nasdaq Global Market,ARTX,3690,"Miscellaneous Electrical Machinery, Equipment,",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=916529&start=0&type=SD,,,,2016-04-30
76,7536,ARROW ELECTRONICS INC,10480,NYSE,ARW,5065,"Electronic Parts and Equipment, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=7536&start=0&type=SD,,,,2016-04-30
77,7431,ARMSTRONG WORLD INDUSTRIES INC,462,NYSE,AWI,3089,"Plastics Products, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=7431&start=0&type=SD,,,,2016-04-30
78,819689,ARRHYTHMIA RESEARCH TECHNOLOGY INC /DE/,7961,NYSE MKT,HRT,3845,Electromedical and Electrotherapeutic Apparatus,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=819689&start=0&type=SD,,,,2016-04-30
79,1243429,ARCELORMITTAL,411933,NYSE,MT,3312,"Steel Works, Blast Furnaces (Including Coke Ovens), and Rolling ",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1243429&start=0&type=SD,,,,2016-04-30
80,8146,ASTRO MED INC /NEW/,9911,Nasdaq Global Market,ALOT,3577,"Computer Peripheral Equipment, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=8146&start=0&type=SD,,,,2016-04-30
81,1026980,ASIA PACIFIC WIRE & CABLE CORP LTD,2505,Nasdaq Global Market,APWC,3357,Drawing and Insulating of Nonferrous Wire,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1026980&start=0&type=SD,,,,2016-04-30
82,7623,ARTS WAY MANUFACTURING CO INC,4281,Nasdaq Capital Market,ARTW,3523,Farm Machinery and Equipment,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=7623&start=0&type=SD,,,,2016-04-30
83,1305014,ASHLAND INC.,652025,NYSE,ASH,5160,Chemicals And Allied Products,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1305014&start=0&type=SD,,,,2016-04-30
84,316888,AVINO SILVER & GOLD MINES LTD,188963,NYSE MKT,ASM,1000,Metal Mining,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=316888&start=0&type=SD,,,,2016-04-30
85,937966,ASML HOLDING NV,10888,Nasdaq Global Market,ASML,3559,"Special Industry Machinery, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=937966&start=0&type=SD,,,,2016-04-30
86,1498301,"ASCENA RETAIL GROUP, INC.",835398,Nasdaq Global Market,ASNA,5600,Retail-Apparel & Accessory Stores,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1498301&start=0&type=SD,,,,2016-04-30
87,792987,ASTEC INDUSTRIES INC,11104,Nasdaq Global Market,ASTE,3531,Construction Machinery and Equipment,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=792987&start=0&type=SD,,,,2016-04-30
88,8063,ASTRONICS CORP,8929,Nasdaq Global Market,ATRO,3728,"Aircraft Parts and Auxiliary Equipment, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=8063&start=0&type=SD,,,,2016-04-30
89,1113232,AXCELIS TECHNOLOGIES INC,75852,Nasdaq Global Market,ACLS,3559,"Special Industry Machinery, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1113232&start=0&type=SD,,,,2016-04-30
90,896841,"AVID TECHNOLOGY, INC.",3925,Nasdaq Global Market,AVID,3861,Photographic Equipment and Supplies,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=896841&start=0&type=SD,,,,2016-04-30
91,1377789,"AVIAT NETWORKS, INC.",723464,Nasdaq Global Market,AVNW,3663,Radio and Television Broadcasting and Communications Equipment,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1377789&start=0&type=SD,,,,2016-04-30
92,8868,AVON PRODUCTS INC,1328,NYSE,AVP,2844,"Perfumes, Cosmetics, and Other Toilet Preparations",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=8868&start=0&type=SD,,,,2016-04-30
93,8858,AVNET INC,7983,NYSE,AVT,5065,"Electronic Parts and Equipment, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=8858&start=0&type=SD,,,,2016-04-30
94,859163,AVX CORP,461,NYSE,AVX,3670,Electronic Components And Accessories,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=859163&start=0&type=SD,,,,2016-04-30
95,805264,AXIALL CORP/DE/,73,NYSE,AXLL,2821,"Plastics Materials, Synthetic Resins, and Nonvulcanizable Elasto",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=805264&start=0&type=SD,,,,2016-04-30
96,861361,B/E AEROSPACE INC,1194,Nasdaq Global Market,BEAV,2531,Public Building and Related Furniture,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=861361&start=0&type=SD,,,,2016-04-30
97,9092,BADGER METER INC,3683,NYSE,BMI,3824,Totalizing Fluid Meters and Counting Devices,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=9092&start=0&type=SD,,,,2016-04-30
98,9984,BARNES GROUP INC,9112,NYSE,B,3490,Miscellaneous Fabricated Metal Products,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=9984&start=0&type=SD,,,,2016-04-30
99,10456,BAXTER INTERNATIONAL INC,9422,NYSE,BAX,3841,Surgical and Medical Instruments and Apparatus,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=10456&start=0&type=SD,,,,2016-04-30
100,886158,BED BATH & BEYOND INC,6869,Nasdaq Global Market,BBBY,5700,"Retail-Home Furniture, Furnishings & Equipment Stores",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=886158&start=0&type=SD,,,,2016-04-30
101,9892,BARD C R INC /NJ/,2734,NYSE,BCR,3841,Surgical and Medical Instruments and Apparatus,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=9892&start=0&type=SD,,,,2016-04-30
102,10795,BECTON DICKINSON & CO,7018,NYSE,BDX,3841,Surgical and Medical Instruments and Apparatus,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=10795&start=0&type=SD,,,,2016-04-30
103,1059272,"BEBE STORES, INC.",295,Nasdaq Global Market,BEBE,2330,"Women's, Misses', And Juniors' Outerwear",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1059272&start=0&type=SD,,,,2016-04-30
104,808362,BAKER HUGHES INC,4375,NYSE,BHI,3533,Oil and Gas Field Machinery and Equipment,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=808362&start=0&type=SD,,,,2016-04-30
105,890491,BARNES & NOBLE INC,11529,NYSE,BKS,5940,Miscellaneous Shopping Goods Stores,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=890491&start=0&type=SD,,,,2016-04-30
106,9389,BALL CORP,7440,NYSE,BLL,3411,Metal Cans,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=9389&start=0&type=SD,,,,2016-04-30
107,10329,BASSETT FURNITURE INDUSTRIES INC,7609,Nasdaq Global Market,BSET,2511,"Wood Household Furniture, Except Upholstered",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=10329&start=0&type=SD,,,,2016-04-30
108,764478,BEST BUY CO INC,11055,NYSE,BBY,5731,"Radio, Television, and Consumer Electronics Stores",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=764478&start=0&type=SD,,,,2016-04-30
109,913142,BELDEN INC.,2365,NYSE,BDC,3357,Drawing and Insulating of Nonferrous Wire,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=913142&start=0&type=SD,,,,2016-04-30
110,1156388,BIG 5 SPORTING GOODS CORP,89980,Nasdaq Global Market,BGFV,5940,Miscellaneous Shopping Goods Stores,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1156388&start=0&type=SD,,,,2016-04-30
111,863436,BENCHMARK ELECTRONICS INC,4079,NYSE,BHE,3672,Printed Circuit Boards,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=863436&start=0&type=SD,,,,2016-04-30
112,12208,BIO RAD LABORATORIES INC,10455,NYSE,BIO,3826,Laboratory Analytical Instruments,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=12208&start=0&type=SD,,,,2016-04-30
113,811240,"BIOLASE, INC",753,Nasdaq Capital Market,BIOL,3843,Dental Equipment and Supplies,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=811240&start=0&type=SD,,,,2016-04-30
114,11199,BEMIS CO INC,6339,NYSE,BMS,2670,"Converted Paper And Paperboard Products, Except",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=11199&start=0&type=SD,,,,2016-04-30
115,12927,BOEING CO,11757,NYSE,BA,3721,Aircraft,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=12927&start=0&type=SD,,,,2016-04-30
116,849547,BLACK BOX CORP,4311,Nasdaq Global Market,BBOX,3576,Computer Communications Equipment,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=849547&start=0&type=SD,,,,2016-04-30
117,913277,"BLACK DIAMOND, INC.",1118,Nasdaq Global Market,BDE,3949,"Sporting and Athletic Goods, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=913277&start=0&type=SD,,,,2016-04-30
118,1000683,BLONDER TONGUE LABORATORIES INC,10673,NYSE MKT,BDR,3663,Radio and Television Broadcasting and Communications Equipment,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1000683&start=0&type=SD,,,,2016-04-30
119,1574774,"BIOTELEMETRY, INC.",904857,Nasdaq Global Market,BEAT,3841,Surgical and Medical Instruments and Apparatus,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1574774&start=0&type=SD,,,,2016-04-30
120,1179821,BIRKS GROUP INC.,376591,NYSE MKT,BGI,5944,Jewelry Stores,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1179821&start=0&type=SD,,,,2016-04-30
121,1091171,BLUE NILE INC,154202,Nasdaq Global Market,NILE,5944,Jewelry Stores,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1091171&start=0&type=SD,,,,2016-04-30
122,1443646,BOOZ ALLEN HAMILTON HOLDING CORP,786199,NYSE,BAH,8742,Management Consulting Services,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1443646&start=0&type=SD,,,,2016-04-30
123,14195,BRIGGS & STRATTON CORP,7022,NYSE,BGG,3510,Engines And Turbines,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=14195&start=0&type=SD,,,,2016-04-30
124,878079,BON TON STORES INC,1993,Nasdaq Global Market,BONT,5311,Department Stores,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=878079&start=0&type=SD,,,,2016-04-30
125,746598,BRADY CORP,1042,NYSE,BRC,3990,Miscellaneous Manufacturing Industries,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=746598&start=0&type=SD,,,,2016-04-30
126,885725,BOSTON SCIENTIFIC CORP,10001,NYSE,BSX,3841,Surgical and Medical Instruments and Apparatus,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=885725&start=0&type=SD,,,,2016-04-30
127,719135,BOVIE MEDICAL CORP,6675,NYSE MKT,BVX,3841,Surgical and Medical Instruments and Apparatus,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=719135&start=0&type=SD,,,,2016-04-30
128,908255,BORGWARNER INC,5681,NYSE,BWA,3714,Motor Vehicle Parts and Accessories,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=908255&start=0&type=SD,,,,2016-04-30
129,14930,BRUNSWICK CORP,11459,NYSE,BC,3510,Engines And Turbines,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=14930&start=0&type=SD,,,,2016-04-30
130,885245,BUCKLE INC,8024,NYSE,BKE,5651,Family Clothing Stores,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=885245&start=0&type=SD,,,,2016-04-30
131,1316835,"BUILDERS FIRSTSOURCE, INC.",664289,Nasdaq Global Market,BLDR,5211,Lumber and Other Building Materials Dealers,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1316835&start=0&type=SD,,,,2016-04-30
132,1009626,BROCADE COMMUNICATIONS SYSTEMS INC,7476,Nasdaq Global Market,BRCD,3576,Computer Communications Equipment,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1009626&start=0&type=SD,,,,2016-04-30
133,1109354,BRUKER CORP,75311,Nasdaq Global Market,BRKR,3826,Laboratory Analytical Instruments,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1109354&start=0&type=SD,,,,2016-04-30
134,933974,BROOKS AUTOMATION INC,7353,Nasdaq Global Market,BRKS,3559,"Special Industry Machinery, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=933974&start=0&type=SD,,,,2016-04-30
135,1120370,"BROADWIND ENERGY, INC.",78375,Nasdaq Capital Market,BWEN,3360,Nonferrous Foundries (castings),https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1120370&start=0&type=SD,,,,2016-04-30
136,1267130,CABELAS INC,600278,NYSE,CAB,5940,Miscellaneous Shopping Goods Stores,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1267130&start=0&type=SD,,,,2016-04-30
137,1615817,C&J ENERGY SERVICES LTD.,945761,NYSE,CJES,1389,"Oil and Gas Field Services, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1615817&start=0&type=SD,,,,2016-04-30
138,16058,CACI INTERNATIONAL INC /DE/,5935,NYSE,CACI,7373,Computer Integrated Systems Design,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=16058&start=0&type=SD,,,,2016-04-30
139,1173382,CAE INC,114626,NYSE,CAE,3690,"Miscellaneous Electrical Machinery, Equipment,",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1173382&start=0&type=SD,,,,2016-04-30
140,14707,CALERES INC,8869,NYSE,CAL,3140,"Footwear, Except Rubber",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=14707&start=0&type=SD,,,,2016-04-30
141,1406666,"CALIX, INC",750845,NYSE,CALX,4899,"Communications Services, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1406666&start=0&type=SD,,,,2016-04-30
142,941548,CAMERON INTERNATIONAL CORP,9356,NYSE,CAM,3533,Oil and Gas Field Machinery and Equipment,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=941548&start=0&type=SD,,,,2016-04-30
143,730255,CALAMP CORP.,3997,Nasdaq Global Market,CAMP,3663,Radio and Television Broadcasting and Communications Equipment,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=730255&start=0&type=SD,,,,2016-04-30
