,link,size,filing_date,year,cik
6118,https://www.sec.gov/Archives/edgar/data/1138639/000113863918000068/0001138639-18-000068-index.htm,1 MB,2018-05-30,2018,0001138639
6129,https://www.sec.gov/Archives/edgar/data/1495320/000149532018000012/0001495320-18-000012-index.htm,68 KB,2018-05-31,2018,0001495320
6135,https://www.sec.gov/Archives/edgar/data/1477294/000147729418000096/0001477294-18-000096-index.htm,441 KB,2018-05-31,2018,0001477294
6141,https://www.sec.gov/Archives/edgar/data/56047/000114036118026455/0001140361-18-026455-index.htm,19 KB,2018-05-31,2018,0000056047
6146,https://www.sec.gov/Archives/edgar/data/97476/000156459018014749/0001564590-18-014749-index.htm,785 KB,2018-05-31,2018,0000097476
6152,https://www.sec.gov/Archives/edgar/data/67887/000006788718000028/0000067887-18-000028-index.htm,471 KB,2018-05-31,2018,0000067887
6158,https://www.sec.gov/Archives/edgar/data/1395848/000155837018005041/0001558370-18-005041-index.htm,78 KB,2018-05-31,2018,0001395848
6160,https://www.sec.gov/Archives/edgar/data/278166/000027816618000013/0000278166-18-000013-index.htm,40 KB,2018-05-29,2018,0000278166
6171,https://www.sec.gov/Archives/edgar/data/26076/000110465918037146/0001104659-18-037146-index.htm,472 KB,2018-05-31,2018,0000026076
6177,https://www.sec.gov/Archives/edgar/data/1521332/000152133218000027/0001521332-18-000027-index.htm,458 KB,2018-05-31,2018,0001521332
6183,https://www.sec.gov/Archives/edgar/data/1136294/000155837018004712/0001558370-18-004712-index.htm,56 KB,2018-05-11,2018,0001136294
6189,https://www.sec.gov/Archives/edgar/data/66740/000110465918037044/0001104659-18-037044-index.htm,467 KB,2018-05-31,2018,0000066740
6195,https://www.sec.gov/Archives/edgar/data/1423221/000119312518178557/0001193125-18-178557-index.htm,32 KB,2018-05-30,2018,0001423221
6201,https://www.sec.gov/Archives/edgar/data/1361983/000119312518179696/0001193125-18-179696-index.htm,26 KB,2018-05-31,2018,0001361983
6206,https://www.sec.gov/Archives/edgar/data/883943/000088394318000059/0000883943-18-000059-index.htm,49 KB,2018-05-30,2018,0000883943
6212,https://www.sec.gov/Archives/edgar/data/1337117/000117891318001794/0001178913-18-001794-index.htm,754 KB,2018-05-30,2018,0001337117
6216,https://www.sec.gov/Archives/edgar/data/4127/000000412718000026/0000004127-18-000026-index.htm,314 KB,2018-05-31,2018,0000004127
6226,https://www.sec.gov/Archives/edgar/data/1408075/000140807518000029/0001408075-18-000029-index.htm,31 KB,2018-05-24,2018,0001408075
6232,https://www.sec.gov/Archives/edgar/data/877212/000119312518180314/0001193125-18-180314-index.htm,178 KB,2018-05-31,2018,0000877212
6238,https://www.sec.gov/Archives/edgar/data/1528849/000119312518180463/0001193125-18-180463-index.htm,89 KB,2018-05-31,2018,0001528849
6244,https://www.sec.gov/Archives/edgar/data/1670541/000167054118000023/0001670541-18-000023-index.htm,706 KB,2018-05-31,2018,0001670541
6247,https://www.sec.gov/Archives/edgar/data/1438133/000156459018014665/0001564590-18-014665-index.htm,155 KB,2018-05-30,2018,0001438133
6251,https://www.sec.gov/Archives/edgar/data/896985/000119312518179858/0001193125-18-179858-index.htm,31 KB,2018-05-31,2018,0000896985
6257,https://www.sec.gov/Archives/edgar/data/1082923/000108292318000051/0001082923-18-000051-index.htm,15 KB,2018-05-31,2018,0001082923
6263,https://www.sec.gov/Archives/edgar/data/934612/000095015718000562/0000950157-18-000562-index.htm,22 KB,2018-05-22,2018,0000934612
6266,https://www.sec.gov/Archives/edgar/data/1287213/000110465918034803/0001104659-18-034803-index.htm,68 KB,2018-05-21,2018,0001287213
6272,https://www.sec.gov/Archives/edgar/data/28917/000002891718000255/0000028917-18-000255-index.htm,3 MB,2018-05-31,2018,0000028917
6278,https://www.sec.gov/Archives/edgar/data/929008/000092900818000016/0000929008-18-000016-index.htm,54 KB,2018-05-25,2018,0000929008
6284,https://www.sec.gov/Archives/edgar/data/1091223/000119312518179626/0001193125-18-179626-index.htm,29 KB,2018-05-31,2018,0001091223
6296,https://www.sec.gov/Archives/edgar/data/1504461/000150446118000019/0001504461-18-000019-index.htm,76 KB,2018-05-18,2018,0001504461
6301,https://www.sec.gov/Archives/edgar/data/1371217/000110465918035999/0001104659-18-035999-index.htm,40 KB,2018-05-25,2018,0001371217
6307,https://www.sec.gov/Archives/edgar/data/1095981/000156459018014683/0001564590-18-014683-index.htm,594 KB,2018-05-30,2018,0001095981
6311,https://www.sec.gov/Archives/edgar/data/1045309/000104530918000091/0001045309-18-000091-index.htm,44 KB,2018-05-25,2018,0001045309
6317,https://www.sec.gov/Archives/edgar/data/1019671/000119312518178522/0001193125-18-178522-index.htm,24 KB,2018-05-30,2018,0001019671
6323,https://www.sec.gov/Archives/edgar/data/934648/000143774918010992/0001437749-18-010992-index.htm,41 KB,2018-05-31,2018,0000934648
6328,https://www.sec.gov/Archives/edgar/data/726514/000072651418000022/0000726514-18-000022-index.htm,440 KB,2018-05-31,2018,0000726514
6334,https://www.sec.gov/Archives/edgar/data/1179821/000119312518179872/0001193125-18-179872-index.htm,18 KB,2018-05-31,2018,0001179821
6339,https://www.sec.gov/Archives/edgar/data/1344596/000134459618000035/0001344596-18-000035-index.htm,300 KB,2018-05-29,2018,0001344596
6348,https://www.sec.gov/Archives/edgar/data/1024725/000119312518178551/0001193125-18-178551-index.htm,44 KB,2018-05-30,2018,0001024725
6354,https://www.sec.gov/Archives/edgar/data/904979/000090497918000030/0000904979-18-000030-index.htm,42 KB,2018-05-31,2018,0000904979
6360,https://www.sec.gov/Archives/edgar/data/1443669/000143774918011184/0001437749-18-011184-index.htm,50 KB,2018-06-04,2018,0001443669
6368,https://www.sec.gov/Archives/edgar/data/886986/000095014218001267/0000950142-18-001267-index.htm,23 KB,2018-05-31,2018,0000886986
6374,https://www.sec.gov/Archives/edgar/data/1512673/000119312518178479/0001193125-18-178479-index.htm,15 KB,2018-05-30,2018,0001512673
6377,https://www.sec.gov/Archives/edgar/data/1575360/000157536018000033/0001575360-18-000033-index.htm,82 KB,2018-05-30,2018,0001575360
6380,https://www.sec.gov/Archives/edgar/data/877890/000119312518179504/0001193125-18-179504-index.htm,169 KB,2018-05-31,2018,0000877890
6386,https://www.sec.gov/Archives/edgar/data/924822/000114420418031990/0001144204-18-031990-index.htm,45 KB,2018-05-31,2018,0000924822
6392,https://www.sec.gov/Archives/edgar/data/1370880/000137088018000028/0001370880-18-000028-index.htm,345 KB,2018-05-31,2018,0001370880
6397,https://www.sec.gov/Archives/edgar/data/313838/000090342318000311/0000903423-18-000311-index.htm,316 KB,2018-05-31,2018,0000313838
6403,https://www.sec.gov/Archives/edgar/data/97134/000009713418000018/0000097134-18-000018-index.htm,45 KB,2018-05-31,2018,0000097134
6409,https://www.sec.gov/Archives/edgar/data/1145197/000119312518179546/0001193125-18-179546-index.htm,37 KB,2018-05-31,2018,0001145197
6415,https://www.sec.gov/Archives/edgar/data/927003/000092700318000031/0000927003-18-000031-index.htm,53 KB,2018-05-31,2018,0000927003
6421,https://www.sec.gov/Archives/edgar/data/915779/000091577918000010/0000915779-18-000010-index.htm,62 KB,2018-05-29,2018,0000915779
6427,https://www.sec.gov/Archives/edgar/data/1111928/000111192818000082/0001111928-18-000082-index.htm,69 KB,2018-05-29,2018,0001111928
6433,https://www.sec.gov/Archives/edgar/data/707549/000070754918000098/0000707549-18-000098-index.htm,495 KB,2018-05-31,2018,0000707549
6439,https://www.sec.gov/Archives/edgar/data/896878/000089687818000078/0000896878-18-000078-index.htm,468 KB,2018-05-25,2018,0000896878
6445,https://www.sec.gov/Archives/edgar/data/1487952/000148795218000020/0001487952-18-000020-index.htm,47 KB,2018-05-18,2018,0001487952
6451,https://www.sec.gov/Archives/edgar/data/1254699/000110465918037185/0001104659-18-037185-index.htm,147 KB,2018-05-31,2018,0001254699
6457,https://www.sec.gov/Archives/edgar/data/918251/000114036118026552/0001140361-18-026552-index.htm,471 KB,2018-05-31,2018,0000918251
6463,https://www.sec.gov/Archives/edgar/data/889132/000119312518177484/0001193125-18-177484-index.htm,16 KB,2018-05-30,2018,0000889132
6469,https://www.sec.gov/Archives/edgar/data/1375365/000119312518179982/0001193125-18-179982-index.htm,201 KB,2018-05-31,2018,0001375365
6475,https://www.sec.gov/Archives/edgar/data/1027838/000110465918037154/0001104659-18-037154-index.htm,26 KB,2018-05-31,2018,0001027838
6480,https://www.sec.gov/Archives/edgar/data/1091587/000110465918036200/0001104659-18-036200-index.htm,566 KB,2018-05-29,2018,0001091587
6486,https://www.sec.gov/Archives/edgar/data/1648416/000164841618000033/0001648416-18-000033-index.htm,86 KB,2018-05-31,2018,0001648416
6488,https://www.sec.gov/Archives/edgar/data/1000230/000143774918010604/0001437749-18-010604-index.htm,237 KB,2018-05-23,2018,0001000230
6494,https://www.sec.gov/Archives/edgar/data/1062231/000106223118000030/0001062231-18-000030-index.htm,85 KB,2018-05-29,2018,0001062231
6500,https://www.sec.gov/Archives/edgar/data/1006045/000156459018014828/0001564590-18-014828-index.htm,569 KB,2018-05-31,2018,0001006045
6506,https://www.sec.gov/Archives/edgar/data/914025/000091402518000029/0000914025-18-000029-index.htm,381 KB,2018-06-04,2018,0000914025
6512,https://www.sec.gov/Archives/edgar/data/72573/000095014218001122/0000950142-18-001122-index.htm,67 KB,2018-05-04,2018,0000072573
6518,https://www.sec.gov/Archives/edgar/data/896494/000117891318001798/0001178913-18-001798-index.htm,324 KB,2018-05-30,2018,0000896494
6524,https://www.sec.gov/Archives/edgar/data/1368622/000110465918037079/0001104659-18-037079-index.htm,445 KB,2018-05-31,2018,0001368622
6530,https://www.sec.gov/Archives/edgar/data/1561627/000156459018014743/0001564590-18-014743-index.htm,86 KB,2018-05-31,2018,0001561627
6536,https://www.sec.gov/Archives/edgar/data/743988/000074398818000028/0000743988-18-000028-index.htm,29 KB,2018-05-25,2018,0000743988
6542,https://www.sec.gov/Archives/edgar/data/1015820/000101582018000022/0001015820-18-000022-index.htm,20 KB,2018-05-17,2018,0001015820
6548,https://www.sec.gov/Archives/edgar/data/1045810/000104581018000084/0001045810-18-000084-index.htm,309 KB,2018-05-31,2018,0001045810
6554,https://www.sec.gov/Archives/edgar/data/1111335/000119312518178561/0001193125-18-178561-index.htm,196 KB,2018-05-30,2018,0001111335
6560,https://www.sec.gov/Archives/edgar/data/730255/000156459018014800/0001564590-18-014800-index.htm,452 KB,2018-05-31,2018,0000730255
6566,https://www.sec.gov/Archives/edgar/data/1551182/000155118218000176/0001551182-18-000176-index.htm,448 KB,2018-05-30,2018,0001551182
6572,https://www.sec.gov/Archives/edgar/data/104889/000010488918000028/0000104889-18-000028-index.htm,742 KB,2018-05-31,2018,0000104889
6578,https://www.sec.gov/Archives/edgar/data/1094517/000119312518179358/0001193125-18-179358-index.htm,37 KB,2018-05-31,2018,0001094517
6584,https://www.sec.gov/Archives/edgar/data/1038074/000110465918036771/0001104659-18-036771-index.htm,252 KB,2018-05-30,2018,0001038074
6590,https://www.sec.gov/Archives/edgar/data/56978/000005697818000059/0000056978-18-000059-index.htm,651 KB,2018-05-31,2018,0000056978
6596,https://www.sec.gov/Archives/edgar/data/1121788/000161577418004424/0001615774-18-004424-index.htm,35 KB,2018-05-29,2018,0001121788
6610,https://www.sec.gov/Archives/edgar/data/1289308/000128930818000020/0001289308-18-000020-index.htm,254 KB,2018-05-31,2018,0001289308
6616,https://www.sec.gov/Archives/edgar/data/1387467/000138746718000037/0001387467-18-000037-index.htm,40 KB,2018-05-15,2018,0001387467
6622,https://www.sec.gov/Archives/edgar/data/824142/000082414218000066/0000824142-18-000066-index.htm,44 KB,2018-05-29,2018,0000824142
6628,https://www.sec.gov/Archives/edgar/data/1090872/000156459018014674/0001564590-18-014674-index.htm,58 KB,2018-05-30,2018,0001090872
6637,https://www.sec.gov/Archives/edgar/data/1022652/000102265218000032/0001022652-18-000032-index.htm,295 KB,2018-05-31,2018,0001022652
6643,https://www.sec.gov/Archives/edgar/data/1069183/000106918318000075/0001069183-18-000075-index.htm,562 KB,2018-05-30,2018,0001069183
6652,https://www.sec.gov/Archives/edgar/data/52795/000005279518000014/0000052795-18-000014-index.htm,76 KB,2018-05-31,2018,0000052795
6658,https://www.sec.gov/Archives/edgar/data/105634/000010563418000105/0000105634-18-000105-index.htm,89 KB,2018-05-25,2018,0000105634
6668,https://www.sec.gov/Archives/edgar/data/1506307/000150630718000023/0001506307-18-000023-index.htm,70 KB,2018-05-10,2018,0001506307
6676,https://www.sec.gov/Archives/edgar/data/943819/000119312518176829/0001193125-18-176829-index.htm,47 KB,2018-05-29,2018,0000943819
6683,https://www.sec.gov/Archives/edgar/data/1364885/000162828018007398/0001628280-18-007398-index.htm,100 KB,2018-05-31,2018,0001364885
6689,https://www.sec.gov/Archives/edgar/data/1452857/000145285718000023/0001452857-18-000023-index.htm,89 KB,2018-05-23,2018,0001452857
6694,https://www.sec.gov/Archives/edgar/data/1113481/000111348118000034/0001113481-18-000034-index.htm,23 KB,2018-05-30,2018,0001113481
6698,https://www.sec.gov/Archives/edgar/data/874716/000114420418031976/0001144204-18-031976-index.htm,80 KB,2018-05-31,2018,0000874716
6704,https://www.sec.gov/Archives/edgar/data/1166388/000116638818000065/0001166388-18-000065-index.htm,89 KB,2018-05-31,2018,0001166388
6710,https://www.sec.gov/Archives/edgar/data/883569/000088356918000020/0000883569-18-000020-index.htm,44 KB,2018-05-23,2018,0000883569
6716,https://www.sec.gov/Archives/edgar/data/1378718/000137871818000023/0001378718-18-000023-index.htm,326 KB,2018-05-25,2018,0001378718
6725,https://www.sec.gov/Archives/edgar/data/1355444/000129281418001928/0001292814-18-001928-index.htm,59 KB,2018-05-29,2018,0001355444
